"STATION","NAME","DATE","AWND","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5"
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-03",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-04",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-05",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-06",,,,"0.03","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-07",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-08",,,,"0.17","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-09",,,,"0.12","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-10",,,,"0.02","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-11",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-12",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-13",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-14",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-15",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0076","KEY WEST 2.2 ENE, FL US","2026-04-16",,,,"0.00","0.0","0.0",,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-02",,,,"1.45",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-13",,"    9","0.00",,,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-16",,,,"1.92",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-17",,,,"4.18",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-18",,,,"0.94",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-19",,,,"0.18",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-30",,"   11","0.22",,,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-03-31",,,,"0.02",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-04-02",,"    2","0.08",,,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-04-06",,"    3","0.20",,,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-04-07",,,,"3.03",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-04-08",,,,"0.18",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-04-09",,,,"0.06",,,,,,,,,,,,
"US1FLMN0037","KEY LARGO 17.9 NE, FL US","2026-04-10",,,,"0.08",,,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-04",,,,"0.06",,,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-05",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-07",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-08",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-09",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-10",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-18",,"    2","2.36",,,,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-19",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-20",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-21",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-22",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-23",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-24",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-25",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-26",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-27",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-28",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-29",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-30",,,,"0.01",,,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-03-31",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-05",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-07",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-08",,,,"0.00",,,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-09",,,,"0.11",,,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-10",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0059","KEY WEST 1.2 WSW, FL US","2026-04-17",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-02",,,,"0.05",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-05",,,,"0.06",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-07",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-08",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-09",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-14",,,,"0.00",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-16",,,,"0.02",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-17",,,,"2.31",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-20",,,,"0.02",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-21",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-29",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-30",,,,"0.04",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-03-31",,,,"0.03",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-04-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-04-05",,,,"0.02",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-04-07",,,,"0.00",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-04-08",,,,"0.24",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-04-09",,,,"0.34",,,,,,,,,,,,
"US1FLMN0058","ISLAMORADA 5.2 SW, FL US","2026-04-11",,,,"0.00",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-05",,,,"0.53",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-07",,,,"0.13",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-08",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-09",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-10",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-13",,,,"0.12",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-14",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-15",,,,"0.01",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-16",,,,"0.10",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-17",,,,"2.39",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-18",,,,"0.04",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-19",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-21",,,,"0.25",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-22",,,,"0.01",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-23",,,,"0.00",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-24",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-25",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-26",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-27",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-28",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-29",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-03-31",,,,"0.25",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-01",,,,"0.08",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-03",,,,"0.35",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-04",,,,"0.10",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-05",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-06",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-07",,,,"0.30",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-08",,,,"0.22",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-10",,,,"0.01",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-14",,,,"0.02",,,,,,,,,,,,
"US1FLMN0057","CUDJOE KEY 0.7 SE, FL US","2026-04-16",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-05",,,,"0.66",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-06",,,,"0.02",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-07",,,,"0.04",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-08",,,,"0.01",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-09",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-10",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-12",,,,"0.00",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-13",,,,"0.18",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-14",,,,"0.01",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-15",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-16",,,,"0.05",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-17",,,,"1.75",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-18",,,,"0.42",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-19",,,,"0.01",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-20",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-21",,,,"0.02",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-22",,,,"0.00",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-23",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-24",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-25",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-26",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-27",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-28",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-29",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-30",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-03-31",,,,"0.06",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-04-07",,"    7","0.25",,,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-04-08",,,,"1.55",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-04-09",,,,"0.04",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-04-10",,,,"0.01",,,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-04-11",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-04-12",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-04-13",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0079","SUMMERLAND KEY 0.7 S, FL US","2026-04-14",,,,"0.03",,,,,,,,,,,,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-01",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-02",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-07",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-08",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-09",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-10",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-11",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-12",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-13",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-14",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-15",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-16",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-22",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-23",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-24",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-25",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-26",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-27",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-28",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-29",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-30",,,,"0.01","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-03-31",,,,"0.05","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-01",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-02",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-03",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-04",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-05",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-06",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-07",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-08",,,,"0.10","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-09",,,,"0.04","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-10",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-11",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-12",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-13",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-14",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-15",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-16",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0070","KEY WEST 0.6 ESE, FL US","2026-04-17",,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-01",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-02",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-03",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-04",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-05",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-06",,,,"0.02",,,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-07",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-08",,,,"0.00","0.0",,,,,,,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","2026-03-09",,,,"0.00","0.0",,,,,,,,,,,
